ENTRY_ID,ENTITY_NAME,CREATED_AT,LAST_PLAYED_AT,PLAYS,OWNER,TAGS,CATEGORIES,HAS_AUDIO_DESCRIPTION,CAPTIONS_LANGUAGE,CAPTIONS_LANGUAGE_CODE,CAPTIONS_USAGE_TYPE,CAPTIONS_CREATION_MODE,CAPTIONS_EDITED,CAPTIONS_ACCURACY,CAPTIONS_DISPLAY_ON_PLAYER
1067,Public Works Dept,2022-01-28,2024-03-17,1466,works@city.gov,tutorial;reading;kids,InContext,true,French,fr,Standard,Upload,false,90%,false
1068,Emergency Management,2023-01-18,2024-09-18,328,va@veterans.gov,training;teachers;professional,InContext,false,-,-,-,-,-,-,-
1069,Transportation Dept,2023-08-25,2024-03-27,2778,environment@agency.gov,lecture;biology;intro,InContext,false,-,-,-,-,-,-,-
1070,Social Services,2023-02-08,2024-10-27,2305,transit@regional.gov,lecture;biology;intro,InContext,true,English,en,Standard,Machine,false,95%,true
1071,Traffic Engineering,2022-03-29,2024-10-06,2212,education@state.gov,conservation;recycling;climate,InContext,false,German,de,Standard,Upload,false,94%,false
1072,Regional Transit Auth,2023-10-10,2024-09-14,226,center@community.org,lecture;biology;intro,InContext,true,Mandarin,zh,EAD,Human,true,97%,true
1073,Housing Authority,2022-09-08,2024-06-15,1569,transit@regional.gov,courses;programming;certificates,InContext,false,-,-,-,-,-,-,-
1074,Planning Commission,2023-08-16,2024-06-20,2485,works@city.gov,tutorial;reading;kids,InContext,false,-,-,-,-,-,-,-
1075,Recycling Program,2022-02-15,2024-05-26,1325,media@college.edu,conservation;billing;services,InContext,false,-,-,-,-,-,-,-
1076,Cultural Center,2023-03-02,2024-01-31,1325,housing@authority.gov,programs;mentoring;education,InContext,false,Mandarin,zh,EAD,Upload,true,96%,true
1077,Public Information,2022-10-22,2024-05-05,911,district@schools.edu,programs;mentoring;education,InContext,true,Spanish,es,Standard,Machine,true,93%,false
1078,Public Utilities,2022-06-21,2024-07-08,1319,media@college.edu,courses;programming;certificates,InContext,false,Spanish,es,Standard,Machine,false,94%,false
1079,Senior Center,2022-04-18,2024-05-26,1373,education@state.gov,events;classes;seniors,InContext,false,English,en,Standard,Human,true,97%,false
1080,Public Library Media,2023-09-20,2024-03-20,1366,environment@agency.gov,safety;training;emergency,InContext,false,-,-,-,-,-,-,-
1081,Public Utilities,2022-05-27,2024-02-14,1166,center@community.org,programs;mentoring;education,InContext,false,-,-,-,-,-,-,-
1082,Public Information,2023-06-01,2024-03-12,2964,library@public.org,events;classes;seniors,InContext,false,French,fr,Standard,Human,true,97%,true
1083,Energy Efficiency,2023-03-16,2024-10-19,1913,va@veterans.gov,tutorial;reading;kids,InContext,false,Mandarin,zh,Standard,Machine,false,99%,true
1084,Tech College Online,2022-05-28,2024-02-05,2379,webmaster@city.gov,tutorial;reading;kids,InContext,false,Spanish,es,Standard,Upload,false,97%,false
1085,Public Library Media,2022-01-05,2024-01-20,2603,district@schools.edu,training;teachers;professional,InContext,false,-,-,-,-,-,-,-
1086,Water District,2022-12-26,2024-02-17,210,library@public.org,tutorial;reading;kids,InContext,false,-,-,-,-,-,-,-
1087,Business Licensing,2022-09-23,2024-05-02,2968,media@college.edu,orientation;students;campus,InContext,false,-,-,-,-,-,-,-
1088,IT Services,2022-08-12,2024-07-13,1438,water@district.gov,history;documents;preservation,InContext,false,-,-,-,-,-,-,-
1089,Municipal Services,2023-03-07,2024-10-09,1450,district@schools.edu,safety;routes;schedules,InContext,true,Spanish,es,EAD,Human,true,95%,true
1090,Job Training Center,2023-10-02,2024-07-08,2963,parks@county.gov,conservation;billing;services,InContext,true,French,fr,EAD,Upload,false,96%,false
1091,Public Information,2022-05-16,2024-03-27,820,info@municipal.gov,training;teachers;professional,InContext,true,Mandarin,zh,EAD,Upload,false,94%,false
1092,Workforce Development,2023-04-09,2024-08-21,497,center@community.org,benefits;healthcare;support,InContext,false,English,en,Standard,Upload,false,96%,false
1093,Economic Development,2022-04-24,2024-03-28,2369,district@schools.edu,tutorial;reading;kids,InContext,false,German,de,Standard,Human,false,94%,true
1094,Adult Education Center,2023-07-11,2024-05-19,2527,admin@university.edu,conservation;recycling;climate,InContext,false,-,-,-,-,-,-,-
1095,School District Media,2023-04-20,2024-05-22,970,water@district.gov,safety;routes;schedules,InContext,false,Arabic,ar,Standard,Upload,false,97%,true
1096,Volunteer Services,2023-03-06,2024-02-27,2388,parks@county.gov,services;permits;applications,InContext,true,Spanish,es,Standard,Human,false,95%,false
1097,Housing Authority,2022-02-26,2024-09-22,63,housing@authority.gov,events;classes;seniors,InContext,true,German,de,EAD,Machine,true,99%,true
1098,Environmental Agency,2022-12-27,2024-02-17,2256,works@city.gov,training;teachers;professional,InContext,true,German,de,EAD,Upload,false,94%,true
1099,Workforce Development,2022-05-23,2024-03-13,1962,webmaster@city.gov,events;classes;seniors,InContext,true,Spanish,es,EAD,Upload,false,90%,false
1100,County Health Dept,2022-11-18,2024-10-01,2823,education@state.gov,events;classes;seniors,InContext,false,Arabic,ar,Standard,Upload,false,94%,false
1101,Parks and Recreation,2023-09-28,2024-06-26,736,education@state.gov,history;documents;preservation,InContext,false,Mandarin,zh,Standard,Human,false,98%,false
1102,Animal Services,2022-07-21,2024-03-22,642,admin@university.edu,council;meeting;public,InContext,true,Spanish,es,Standard,Human,true,96%,false
1103,Traffic Engineering,2023-01-22,2024-04-15,2850,media@college.edu,services;permits;applications,InContext,true,Spanish,es,Standard,Machine,true,99%,true
1104,Economic Development,2022-10-04,2024-10-09,1000,education@state.gov,council;meeting;public,InContext,false,-,-,-,-,-,-,-
1105,Public Library Media,2023-10-03,2024-08-13,2131,transit@regional.gov,history;documents;preservation,InContext,false,Mandarin,zh,EAD,Machine,true,96%,true
1106,Grant Administration,2023-09-11,2024-07-09,1801,webmaster@city.gov,tutorial;reading;kids,InContext,true,Mandarin,zh,Standard,Human,false,96%,false
1107,Municipal Services,2023-09-08,2024-04-23,2436,works@city.gov,lecture;biology;intro,InContext,false,French,fr,Standard,Human,true,93%,false
1108,Environmental Agency,2022-06-17,2024-05-04,105,parks@county.gov,orientation;students;campus,InContext,false,-,-,-,-,-,-,-
1109,Code Enforcement,2022-02-06,2024-06-02,375,info@municipal.gov,curriculum;math;science,InContext,false,French,fr,Standard,Human,true,99%,false
1110,State Archives,2023-03-07,2024-02-27,531,webmaster@city.gov,benefits;healthcare;support,InContext,true,Spanish,es,EAD,Human,true,100%,true
1111,School District Media,2022-03-12,2024-04-25,831,online@techcollege.edu,conservation;billing;services,InContext,true,French,fr,Standard,Upload,false,91%,false
1112,Public Information,2023-10-09,2024-04-17,928,environment@agency.gov,lecture;biology;intro,InContext,false,-,-,-,-,-,-,-
1113,Public Utilities,2022-12-19,2024-05-08,1455,info@municipal.gov,programs;sports;community,InContext,false,-,-,-,-,-,-,-
1114,Family Services,2022-02-10,2024-07-17,2939,transit@regional.gov,benefits;healthcare;support,InContext,false,-,-,-,-,-,-,-
1115,University Video Portal,2022-07-31,2024-08-07,875,health@county.gov,orientation;students;campus,InContext,true,German,de,Standard,Machine,true,92%,false
1116,Energy Efficiency,2022-03-21,2024-05-24,2165,va@veterans.gov,courses;programming;certificates,InContext,false,Arabic,ar,Standard,Machine,true,97%,false
1117,Social Services,2022-10-18,2024-02-03,2163,district@schools.edu,safety;routes;schedules,InContext,false,-,-,-,-,-,-,-
1118,Economic Development,2023-06-05,2024-05-11,88,online@techcollege.edu,infrastructure;roads;maintenance,InContext,false,-,-,-,-,-,-,-
1119,Disability Services,2023-03-02,2024-10-10,2795,parks@county.gov,history;documents;preservation,InContext,false,-,-,-,-,-,-,-
1120,Senior Center,2022-10-19,2024-06-06,295,water@district.gov,courses;programming;certificates,InContext,true,Mandarin,zh,Standard,Human,true,94%,true
1121,Energy Efficiency,2022-01-12,2024-05-20,2898,va@veterans.gov,infrastructure;roads;maintenance,InContext,true,French,fr,EAD,Human,true,95%,false
1122,Family Services,2022-02-05,2024-06-08,727,health@county.gov,conservation;recycling;climate,InContext,false,French,fr,Standard,Upload,false,95%,true
1123,Housing Authority,2022-10-30,2024-03-18,2819,admin@university.edu,safety;training;emergency,InContext,false,English,en,EAD,Machine,true,94%,true
1124,Community Outreach,2023-03-20,2024-07-24,1660,transit@regional.gov,programs;sports;community,InContext,true,English,en,Standard,Upload,false,95%,true
1125,Public Utilities,2022-03-13,2024-03-11,2493,works@city.gov,services;permits;applications,InContext,false,French,fr,Standard,Upload,false,93%,false
1126,City Government Channel,2022-12-14,2024-07-25,1688,webmaster@city.gov,infrastructure;roads;maintenance,InContext,false,Arabic,ar,Standard,Machine,false,99%,true
1127,County Health Dept,2022-01-29,2024-07-28,2155,housing@authority.gov,conservation;billing;services,InContext,false,German,de,EAD,Human,true,94%,false
1128,Workforce Development,2023-10-27,2024-04-04,1720,transit@regional.gov,safety;training;emergency,InContext,false,Spanish,es,EAD,Machine,false,100%,true
1129,Community Outreach,2022-06-16,2024-08-07,2790,info@municipal.gov,curriculum;math;science,InContext,true,Mandarin,zh,EAD,Upload,true,94%,false
1130,Social Services,2022-07-21,2024-03-25,1892,admin@university.edu,services;permits;applications,InContext,false,French,fr,EAD,Machine,false,95%,true
1131,State Education Dept,2023-01-16,2024-03-26,986,youth@services.org,benefits;healthcare;support,InContext,false,German,de,EAD,Human,false,95%,true
1132,Fire Department,2023-09-09,2024-06-15,2902,transit@regional.gov,conservation;recycling;climate,InContext,true,Spanish,es,EAD,Upload,true,90%,true
1133,School District Media,2023-05-31,2024-07-10,565,environment@agency.gov,council;meeting;public,InContext,false,French,fr,Standard,Human,true,96%,true
1134,Economic Development,2022-04-23,2024-03-05,585,online@techcollege.edu,conservation;billing;services,InContext,false,-,-,-,-,-,-,-
1135,Municipal Services,2022-05-20,2024-01-18,2256,youth@services.org,events;classes;seniors,InContext,true,German,de,Standard,Machine,false,97%,true
1136,Building Dept,2022-03-04,2024-09-29,2987,health@county.gov,courses;programming;certificates,InContext,false,-,-,-,-,-,-,-
1137,Stormwater Management,2023-04-02,2024-01-28,366,works@city.gov,programs;sports;community,InContext,false,German,de,Standard,Human,true,98%,true
1138,Housing Authority,2023-04-16,2024-09-11,1339,library@public.org,benefits;healthcare;support,InContext,false,-,-,-,-,-,-,-
1139,Historic Preservation,2022-07-13,2024-05-26,2847,archives@state.gov,events;classes;seniors,InContext,false,Mandarin,zh,Standard,Human,false,93%,true
1140,Parks and Recreation,2022-05-26,2024-04-08,122,center@community.org,courses;programming;certificates,InContext,false,Spanish,es,Standard,Machine,false,96%,false
1141,State Education Dept,2022-09-29,2024-08-19,816,admin@university.edu,infrastructure;roads;maintenance,InContext,false,-,-,-,-,-,-,-
1142,Veterans Affairs,2022-05-15,2024-08-16,318,media@college.edu,history;documents;preservation,InContext,false,French,fr,Standard,Upload,true,97%,false
1143,Public Library Media,2023-07-21,2024-02-29,2951,fire@city.gov,training;teachers;professional,InContext,false,-,-,-,-,-,-,-
1144,Adult Education Center,2023-08-12,2024-07-10,1655,admin@university.edu,wellness;vaccination;covid,InContext,true,German,de,Standard,Machine,false,99%,true
1145,Housing Authority,2023-03-12,2024-03-18,204,environment@agency.gov,orientation;students;campus,InContext,true,French,fr,Standard,Upload,true,94%,false
1146,School District Media,2023-06-04,2024-02-03,1416,housing@authority.gov,training;teachers;professional,InContext,false,-,-,-,-,-,-,-
1147,Fleet Management,2022-04-24,2024-02-27,1503,media@college.edu,services;permits;applications,InContext,true,Mandarin,zh,Standard,Upload,true,90%,true
1148,Historic Preservation,2022-12-02,2024-01-08,1081,housing@authority.gov,wellness;vaccination;covid,InContext,false,-,-,-,-,-,-,-
1149,Community Center,2022-09-26,2024-04-04,1847,webmaster@city.gov,safety;routes;schedules,InContext,false,-,-,-,-,-,-,-
1150,Tech College Online,2022-02-12,2024-02-03,1500,admin@university.edu,courses;programming;certificates,InContext,false,Spanish,es,Standard,Machine,true,94%,false
1151,Volunteer Services,2022-09-06,2024-01-02,344,youth@services.org,safety;routes;schedules,InContext,true,English,en,Standard,Upload,false,93%,false
1152,Family Services,2022-03-21,2024-08-22,558,admin@university.edu,events;classes;seniors,InContext,true,French,fr,EAD,Machine,true,90%,true
1153,Tech College Online,2023-04-28,2024-10-19,1601,center@community.org,events;classes;seniors,InContext,true,Spanish,es,EAD,Upload,true,95%,false
1154,Emergency Management,2022-09-10,2024-07-22,2847,info@municipal.gov,programs;mentoring;education,InContext,false,-,-,-,-,-,-,-
1155,Economic Development,2022-11-23,2024-01-06,1423,parks@county.gov,history;documents;preservation,InContext,true,German,de,Standard,Upload,true,91%,true
1156,Traffic Engineering,2023-06-06,2024-03-27,1360,admin@university.edu,infrastructure;roads;maintenance,InContext,false,Mandarin,zh,Standard,Machine,false,96%,true
1157,Stormwater Management,2023-09-01,2024-05-16,1298,housing@authority.gov,history;documents;preservation,InContext,false,Mandarin,zh,EAD,Upload,true,95%,true
1158,Public Utilities,2023-09-24,2024-04-13,616,parks@county.gov,tutorial;reading;kids,InContext,false,German,de,EAD,Human,true,93%,true
1159,Traffic Engineering,2023-05-10,2024-07-08,1222,transit@regional.gov,applications;assistance;programs,InContext,false,Spanish,es,EAD,Machine,false,98%,false
1160,Tech College Online,2023-07-30,2024-06-25,515,water@district.gov,curriculum;math;science,InContext,false,French,fr,EAD,Machine,true,90%,false
1161,Emergency Management,2022-10-08,2024-09-04,1018,housing@authority.gov,lecture;biology;intro,InContext,true,German,de,Standard,Human,true,100%,true
1162,Building Dept,2023-10-15,2024-08-06,477,health@county.gov,applications;assistance;programs,InContext,false,-,-,-,-,-,-,-
1163,Code Enforcement,2022-07-07,2024-03-04,112,library@public.org,conservation;recycling;climate,InContext,false,Spanish,es,Standard,Human,true,97%,true
1164,IT Services,2022-10-07,2024-07-27,1956,transit@regional.gov,courses;programming;certificates,InContext,false,-,-,-,-,-,-,-
1165,Youth Services,2022-04-09,2024-09-03,2488,housing@authority.gov,tutorial;reading;kids,InContext,false,Mandarin,zh,Standard,Machine,true,92%,false
1166,Fire Department,2022-03-12,2024-02-05,1606,education@state.gov,conservation;recycling;climate,InContext,false,-,-,-,-,-,-,-
1167,Veterans Affairs,2023-10-23,2024-10-01,2178,education@state.gov,benefits;healthcare;support,InContext,true,Arabic,ar,Standard,Machine,true,100%,true
1168,Tech College Online,2023-09-05,2024-07-14,654,webmaster@city.gov,events;classes;seniors,InContext,true,German,de,EAD,Machine,false,96%,false
1169,Energy Efficiency,2023-03-29,2024-03-13,2195,water@district.gov,orientation;students;campus,InContext,true,German,de,EAD,Upload,false,98%,true
1170,Energy Efficiency,2023-04-09,2024-01-15,762,info@municipal.gov,lecture;biology;intro,InContext,false,German,de,EAD,Machine,false,99%,false
1171,Workforce Development,2022-11-29,2024-09-26,1793,admin@university.edu,tutorial;reading;kids,InContext,false,-,-,-,-,-,-,-
1172,State Archives,2022-04-03,2024-06-14,1187,health@county.gov,infrastructure;roads;maintenance,InContext,false,Spanish,es,Standard,Human,false,90%,true
1173,University Video Portal,2022-05-13,2024-03-03,2903,transit@regional.gov,council;meeting;public,InContext,true,Spanish,es,Standard,Upload,true,99%,false
1174,IT Services,2022-09-18,2024-01-12,382,environment@agency.gov,infrastructure;roads;maintenance,InContext,false,German,de,EAD,Upload,false,94%,false
1175,Animal Services,2023-06-08,2024-06-30,409,info@municipal.gov,safety;routes;schedules,InContext,false,-,-,-,-,-,-,-
1176,State Archives,2022-03-02,2024-07-30,784,admin@university.edu,infrastructure;roads;maintenance,InContext,true,English,en,EAD,Upload,false,94%,true
1177,Job Training Center,2023-07-09,2024-09-25,698,education@state.gov,safety;training;emergency,InContext,false,English,en,EAD,Upload,false,92%,false
1178,Workforce Development,2022-07-22,2024-02-24,1493,webmaster@city.gov,curriculum;math;science,InContext,true,German,de,EAD,Machine,true,91%,false
1179,Job Training Center,2022-04-02,2024-03-22,2248,parks@county.gov,wellness;vaccination;covid,InContext,true,Mandarin,zh,Standard,Upload,false,97%,true
1180,Family Services,2023-05-25,2024-06-01,422,archives@state.gov,lecture;biology;intro,InContext,true,French,fr,EAD,Upload,true,92%,true
1181,Senior Center,2022-07-13,2024-06-28,1168,education@state.gov,orientation;students;campus,InContext,false,German,de,Standard,Upload,true,93%,true
1182,Energy Efficiency,2023-01-07,2024-03-01,2901,works@city.gov,conservation;billing;services,InContext,true,English,en,Standard,Machine,true,99%,false
1183,Energy Efficiency,2023-05-19,2024-08-25,2843,webmaster@city.gov,wellness;vaccination;covid,InContext,true,Mandarin,zh,EAD,Upload,false,94%,false
1184,Community Outreach,2023-10-20,2024-01-31,787,transit@regional.gov,safety;training;emergency,InContext,false,Spanish,es,Standard,Human,false,98%,false
1185,Municipal Services,2023-04-14,2024-05-02,1712,transit@regional.gov,benefits;healthcare;support,InContext,true,French,fr,EAD,Human,true,91%,false
1186,Fire Department,2022-07-22,2024-02-24,796,info@municipal.gov,applications;assistance;programs,InContext,true,Mandarin,zh,Standard,Upload,false,96%,false
1187,Code Enforcement,2023-09-11,2024-02-24,2433,health@county.gov,benefits;healthcare;support,InContext,false,German,de,Standard,Machine,false,95%,false
1188,Transportation Dept,2022-01-03,2024-03-02,2928,library@public.org,conservation;recycling;climate,InContext,false,-,-,-,-,-,-,-
1189,Tech College Online,2022-01-31,2024-04-29,1434,center@community.org,infrastructure;roads;maintenance,InContext,false,-,-,-,-,-,-,-
1190,Public Utilities,2022-08-22,2024-01-03,1470,works@city.gov,applications;assistance;programs,InContext,false,Spanish,es,EAD,Upload,false,93%,true
1191,Energy Efficiency,2023-06-13,2024-03-08,1464,library@public.org,benefits;healthcare;support,InContext,false,French,fr,Standard,Upload,false,95%,false
1192,Community Center,2023-01-12,2024-05-13,103,online@techcollege.edu,conservation;recycling;climate,InContext,true,German,de,EAD,Human,false,93%,false
1193,Parks and Recreation,2022-09-21,2024-03-21,2782,health@county.gov,programs;mentoring;education,InContext,false,Mandarin,zh,Standard,Machine,true,90%,false
1194,Historic Preservation,2023-06-07,2024-09-16,977,online@techcollege.edu,programs;mentoring;education,InContext,false,-,-,-,-,-,-,-
1195,Neighborhood Watch,2022-09-25,2024-09-01,2825,parks@county.gov,curriculum;math;science,InContext,false,-,-,-,-,-,-,-
1196,State Archives,2022-07-29,2024-03-11,2984,transit@regional.gov,events;classes;seniors,InContext,false,-,-,-,-,-,-,-
